"","Starbucks Almonds, Cashews, Cranberries& Raisins","CASHEW NUTS (25%), ALMONDS (25%), raisins (25%) [raisins, sulphur dioxide (SULPHITES), palm oil], juice infused cranberries (25%) (64% pineapple juice syrup, 16% dried cranberry, pineapplejuice concentrate, sunflower oil).",
"",,"For allergens, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Smoked Almonds,"ALMONDS (95%), PEANUT oil, seasoning (3%) [dextrose (maize), salt, sugar, WHEAT flour, yeast extract (yeast extract, salt), smoke flavouring, caramelised sugar (caramelised sugar syrup, potatomaltodextrin), onion powder, acid: citric acid, paprika extract)].",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Almond Biscotti,"WHEAT flour, sugar, ALMONDS (21%), free range EGGS, free range EGG yolk, butter (MILK), fresh MILK, honey, raising agent: ammounium hydrogen carbonate; salt, natural flavours.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"","Choco caramel, Choc, Caramel & Nuts Bar","Caramel (35%) [sweetened condensed skimmed MILK, glucose syrup, partially inverted sugar syrup, palm oil, butter (MILK), sugar, water, emulsifier: E471, stabiliser: E440, salt, flavouring], whitechocolate (25%) [sugar, cocoa butter, whole MILK powder, emulsifier: SOYA lecithin, natural vanilla flavouring], dark chocolate [sugar, cocoa paste, cocoa butter, emulsifier: SOYA lecithin, naturalvanilla flavouring], PEANUTS (14%), crisp rice [rice flour, sugar, malt blend (glucose syrup, BARLEY syrup, malt extract], skimmed MILK powder, salt, dextrose, rapeseed oil, emulsifier: E471; butter(MILK), partially inverted sugar syrup.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Caramel Waffles,"Syrup (34%) [glucose-fructose syrup, sugar syrup], WHEAT flour, butter (MILK) (14%), sugar, vegetable oil (palm oil, rapeseed oil), cane sugar, SOYA flour, salt, emulsifiers: SOYA lecithin, E471;raising agents: diphosphates, sodium hydrogen carbonates; cinnamon, natural bourbon vanilla, barn EGG, acid: citric acid.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Mini Caramel  Waffles,"Syrup (34%) [glucose-fructose syrup, sugar syrup], WHEAT flour, butter (MILK) (14%), sugar, vegetable oil (palm oil, rapeseed oil), cane sugar, SOYA flour, salt, emulsifiers: SOYA lecithin, E471;raising agents: diphosphates, sodium hydrogen carbonates; cinnamon, natural bourbon vanilla, barn EGG, acid: citric acid.",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Chocolate Caramel Shortbread,"Caramel (38%) [glucose syrup, sugar, palm oil, sweetened condensed milk (MILK, sugar), brown sugar, water, rapeseed oil, salt, emulsifier: SOYA lecithin, flavouring, colour: carotenes] wheat flour(WHEAT flour, calcium carbonate, iron, niacin, thiamin), milk chocolate (17%) [sugar, whole MILK powder, cocoa butter, cocoa mass, anhydrous MILK fat, emulsifier: SOYA lecithin, caramelisedsugar], butter (MILK), sugar, white chocolate (2%) [sugar, whole MILK powder, cocoa butter, skimmed MILK powder, emulsifier: SOYA lecithin, natural vanilla flavouring].",
"",,"For allergens, including cereals containing gluten, see ingredients highlighted in BOLD CAPITALS.",
"",Starbucks Chocolate Coin,"Sugar, whole MILK powder, cocoa butter, cocoa mass, whey powder (MILK), emulsifier: SOYA lecithin; natural vanilla, cocoa solids (28% minimum), MILK solids (16% minimum).",
"For allergens,  see ingredients highlighted in BOLD CAPITALS.",,,
